municipio,trimestre,Nivel de Instrução,quantidade de escolaridade
Florianópolis (SC),3º trimestre 2014,Não determinado,0.0
Florianópolis (SC),4º trimestre 2014,Sem instrução e menos de 1 ano de estudo,9.0
Florianópolis (SC),4º trimestre 2014,Ensino fundamental incompleto ou equivalente,69.0
Florianópolis (SC),4º trimestre 2014,Ensino fundamental completo ou equivalente,46.0
Florianópolis (SC),4º trimestre 2014,Ensino médio incompleto ou equivalente,31.0
Florianópolis (SC),4º trimestre 2014,Ensino médio completo ou equivalente,103.0
Florianópolis (SC),4º trimestre 2014,Ensino superior incompleto ou equivalente,35.0
Florianópolis (SC),4º trimestre 2014,Ensino superior completo ou equivalente,106.0
Florianópolis (SC),4º trimestre 2014,Não determinado,0.0
Florianópolis (SC),1º trimestre 2015,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),1º trimestre 2015,Ensino fundamental incompleto ou equivalente,65.0
Florianópolis (SC),1º trimestre 2015,Ensino fundamental completo ou equivalente,40.0
Florianópolis (SC),1º trimestre 2015,Ensino médio incompleto ou equivalente,26.0
Florianópolis (SC),1º trimestre 2015,Ensino médio completo ou equivalente,106.0
Florianópolis (SC),1º trimestre 2015,Ensino superior incompleto ou equivalente,38.0
Florianópolis (SC),1º trimestre 2015,Ensino superior completo ou equivalente,112.0
Florianópolis (SC),1º trimestre 2015,Não determinado,0.0
Florianópolis (SC),2º trimestre 2015,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),2º trimestre 2015,Ensino fundamental incompleto ou equivalente,69.0
Florianópolis (SC),2º trimestre 2015,Ensino fundamental completo ou equivalente,44.0
Florianópolis (SC),2º trimestre 2015,Ensino médio incompleto ou equivalente,28.0
Florianópolis (SC),2º trimestre 2015,Ensino médio completo ou equivalente,101.0
Florianópolis (SC),2º trimestre 2015,Ensino superior incompleto ou equivalente,36.0
Florianópolis (SC),2º trimestre 2015,Ensino superior completo ou equivalente,115.0
Florianópolis (SC),2º trimestre 2015,Não determinado,0.0
Florianópolis (SC),3º trimestre 2015,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),3º trimestre 2015,Ensino fundamental incompleto ou equivalente,70.0
Florianópolis (SC),3º trimestre 2015,Ensino fundamental completo ou equivalente,43.0
Florianópolis (SC),3º trimestre 2015,Ensino médio incompleto ou equivalente,31.0
Florianópolis (SC),3º trimestre 2015,Ensino médio completo ou equivalente,99.0
Florianópolis (SC),3º trimestre 2015,Ensino superior incompleto ou equivalente,35.0
Florianópolis (SC),3º trimestre 2015,Ensino superior completo ou equivalente,113.0
Florianópolis (SC),3º trimestre 2015,Não determinado,0.0
Florianópolis (SC),4º trimestre 2015,Sem instrução e menos de 1 ano de estudo,10.0
Florianópolis (SC),4º trimestre 2015,Ensino fundamental incompleto ou equivalente,71.0
Florianópolis (SC),4º trimestre 2015,Ensino fundamental completo ou equivalente,34.0
Florianópolis (SC),4º trimestre 2015,Ensino médio incompleto ou equivalente,33.0
Florianópolis (SC),4º trimestre 2015,Ensino médio completo ou equivalente,108.0
Florianópolis (SC),4º trimestre 2015,Ensino superior incompleto ou equivalente,31.0
Florianópolis (SC),4º trimestre 2015,Ensino superior completo ou equivalente,111.0
Florianópolis (SC),4º trimestre 2015,Não determinado,0.0
Florianópolis (SC),1º trimestre 2016,Sem instrução e menos de 1 ano de estudo,9.0
Florianópolis (SC),1º trimestre 2016,Ensino fundamental incompleto ou equivalente,63.0
Florianópolis (SC),1º trimestre 2016,Ensino fundamental completo ou equivalente,39.0
Florianópolis (SC),1º trimestre 2016,Ensino médio incompleto ou equivalente,31.0
Florianópolis (SC),1º trimestre 2016,Ensino médio completo ou equivalente,112.0
Florianópolis (SC),1º trimestre 2016,Ensino superior incompleto ou equivalente,33.0
Florianópolis (SC),1º trimestre 2016,Ensino superior completo ou equivalente,113.0
Florianópolis (SC),1º trimestre 2016,Não determinado,0.0
Florianópolis (SC),2º trimestre 2016,Sem instrução e menos de 1 ano de estudo,9.0
Florianópolis (SC),2º trimestre 2016,Ensino fundamental incompleto ou equivalente,67.0
Florianópolis (SC),2º trimestre 2016,Ensino fundamental completo ou equivalente,40.0
Florianópolis (SC),2º trimestre 2016,Ensino médio incompleto ou equivalente,25.0
Florianópolis (SC),2º trimestre 2016,Ensino médio completo ou equivalente,117.0
Florianópolis (SC),2º trimestre 2016,Ensino superior incompleto ou equivalente,39.0
Florianópolis (SC),2º trimestre 2016,Ensino superior completo ou equivalente,109.0
Florianópolis (SC),2º trimestre 2016,Não determinado,0.0
Florianópolis (SC),3º trimestre 2016,Sem instrução e menos de 1 ano de estudo,10.0
Florianópolis (SC),3º trimestre 2016,Ensino fundamental incompleto ou equivalente,65.0
Florianópolis (SC),3º trimestre 2016,Ensino fundamental completo ou equivalente,37.0
Florianópolis (SC),3º trimestre 2016,Ensino médio incompleto ou equivalente,25.0
Florianópolis (SC),3º trimestre 2016,Ensino médio completo ou equivalente,117.0
Florianópolis (SC),3º trimestre 2016,Ensino superior incompleto ou equivalente,41.0
Florianópolis (SC),3º trimestre 2016,Ensino superior completo ou equivalente,117.0
Florianópolis (SC),3º trimestre 2016,Não determinado,0.0
Florianópolis (SC),4º trimestre 2016,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),4º trimestre 2016,Ensino fundamental incompleto ou equivalente,62.0
Florianópolis (SC),4º trimestre 2016,Ensino fundamental completo ou equivalente,37.0
Florianópolis (SC),4º trimestre 2016,Ensino médio incompleto ou equivalente,22.0
Florianópolis (SC),4º trimestre 2016,Ensino médio completo ou equivalente,117.0
Florianópolis (SC),4º trimestre 2016,Ensino superior incompleto ou equivalente,42.0
Florianópolis (SC),4º trimestre 2016,Ensino superior completo ou equivalente,121.0
Florianópolis (SC),4º trimestre 2016,Não determinado,0.0
Florianópolis (SC),1º trimestre 2017,Sem instrução e menos de 1 ano de estudo,6.0
Florianópolis (SC),1º trimestre 2017,Ensino fundamental incompleto ou equivalente,63.0
Florianópolis (SC),1º trimestre 2017,Ensino fundamental completo ou equivalente,33.0
Florianópolis (SC),1º trimestre 2017,Ensino médio incompleto ou equivalente,19.0
Florianópolis (SC),1º trimestre 2017,Ensino médio completo ou equivalente,128.0
Florianópolis (SC),1º trimestre 2017,Ensino superior incompleto ou equivalente,38.0
Florianópolis (SC),1º trimestre 2017,Ensino superior completo ou equivalente,126.0
Florianópolis (SC),1º trimestre 2017,Não determinado,0.0
Florianópolis (SC),2º trimestre 2017,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),2º trimestre 2017,Ensino fundamental incompleto ou equivalente,62.0
Florianópolis (SC),2º trimestre 2017,Ensino fundamental completo ou equivalente,30.0
Florianópolis (SC),2º trimestre 2017,Ensino médio incompleto ou equivalente,26.0
Florianópolis (SC),2º trimestre 2017,Ensino médio completo ou equivalente,119.0
Florianópolis (SC),2º trimestre 2017,Ensino superior incompleto ou equivalente,34.0
Florianópolis (SC),2º trimestre 2017,Ensino superior completo ou equivalente,136.0
Florianópolis (SC),2º trimestre 2017,Não determinado,0.0
Florianópolis (SC),3º trimestre 2017,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),3º trimestre 2017,Ensino fundamental incompleto ou equivalente,70.0
Florianópolis (SC),3º trimestre 2017,Ensino fundamental completo ou equivalente,31.0
Florianópolis (SC),3º trimestre 2017,Ensino médio incompleto ou equivalente,27.0
Florianópolis (SC),3º trimestre 2017,Ensino médio completo ou equivalente,113.0
Florianópolis (SC),3º trimestre 2017,Ensino superior incompleto ou equivalente,36.0
Florianópolis (SC),3º trimestre 2017,Ensino superior completo ou equivalente,127.0
Florianópolis (SC),3º trimestre 2017,Não determinado,0.0
Florianópolis (SC),4º trimestre 2017,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),4º trimestre 2017,Ensino fundamental incompleto ou equivalente,68.0
Florianópolis (SC),4º trimestre 2017,Ensino fundamental completo ou equivalente,34.0
Florianópolis (SC),4º trimestre 2017,Ensino médio incompleto ou equivalente,25.0
Florianópolis (SC),4º trimestre 2017,Ensino médio completo ou equivalente,111.0
Florianópolis (SC),4º trimestre 2017,Ensino superior incompleto ou equivalente,40.0
Florianópolis (SC),4º trimestre 2017,Ensino superior completo ou equivalente,131.0
Florianópolis (SC),4º trimestre 2017,Não determinado,0.0
Florianópolis (SC),1º trimestre 2018,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),1º trimestre 2018,Ensino fundamental incompleto ou equivalente,69.0
Florianópolis (SC),1º trimestre 2018,Ensino fundamental completo ou equivalente,38.0
Florianópolis (SC),1º trimestre 2018,Ensino médio incompleto ou equivalente,26.0
Florianópolis (SC),1º trimestre 2018,Ensino médio completo ou equivalente,100.0
Florianópolis (SC),1º trimestre 2018,Ensino superior incompleto ou equivalente,49.0
Florianópolis (SC),1º trimestre 2018,Ensino superior completo ou equivalente,129.0
Florianópolis (SC),1º trimestre 2018,Não determinado,0.0
Florianópolis (SC),2º trimestre 2018,Sem instrução e menos de 1 ano de estudo,9.0
Florianópolis (SC),2º trimestre 2018,Ensino fundamental incompleto ou equivalente,67.0
Florianópolis (SC),2º trimestre 2018,Ensino fundamental completo ou equivalente,33.0
Florianópolis (SC),2º trimestre 2018,Ensino médio incompleto ou equivalente,25.0
Florianópolis (SC),2º trimestre 2018,Ensino médio completo ou equivalente,110.0
Florianópolis (SC),2º trimestre 2018,Ensino superior incompleto ou equivalente,43.0
Florianópolis (SC),2º trimestre 2018,Ensino superior completo ou equivalente,131.0
Florianópolis (SC),2º trimestre 2018,Não determinado,0.0
Florianópolis (SC),3º trimestre 2018,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),3º trimestre 2018,Ensino fundamental incompleto ou equivalente,69.0
Florianópolis (SC),3º trimestre 2018,Ensino fundamental completo ou equivalente,29.0
Florianópolis (SC),3º trimestre 2018,Ensino médio incompleto ou equivalente,27.0
Florianópolis (SC),3º trimestre 2018,Ensino médio completo ou equivalente,108.0
Florianópolis (SC),3º trimestre 2018,Ensino superior incompleto ou equivalente,45.0
Florianópolis (SC),3º trimestre 2018,Ensino superior completo ou equivalente,140.0
Florianópolis (SC),3º trimestre 2018,Não determinado,0.0
Florianópolis (SC),4º trimestre 2018,Sem instrução e menos de 1 ano de estudo,8.0
Florianópolis (SC),4º trimestre 2018,Ensino fundamental incompleto ou equivalente,62.0
Florianópolis (SC),4º trimestre 2018,Ensino fundamental completo ou equivalente,34.0
Florianópolis (SC),4º trimestre 2018,Ensino médio incompleto ou equivalente,24.0
Florianópolis (SC),4º trimestre 2018,Ensino médio completo ou equivalente,116.0
Florianópolis (SC),4º trimestre 2018,Ensino superior incompleto ou equivalente,45.0
Florianópolis (SC),4º trimestre 2018,Ensino superior completo ou equivalente,140.0
Florianópolis (SC),4º trimestre 2018,Não determinado,0.0
Florianópolis (SC),1º trimestre 2019,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),1º trimestre 2019,Ensino fundamental incompleto ou equivalente,56.0
Florianópolis (SC),1º trimestre 2019,Ensino fundamental completo ou equivalente,36.0
Florianópolis (SC),1º trimestre 2019,Ensino médio incompleto ou equivalente,24.0
Florianópolis (SC),1º trimestre 2019,Ensino médio completo ou equivalente,116.0
Florianópolis (SC),1º trimestre 2019,Ensino superior incompleto ou equivalente,47.0
Florianópolis (SC),1º trimestre 2019,Ensino superior completo ou equivalente,144.0
Florianópolis (SC),1º trimestre 2019,Não determinado,0.0
Florianópolis (SC),2º trimestre 2019,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),2º trimestre 2019,Ensino fundamental incompleto ou equivalente,52.0
Florianópolis (SC),2º trimestre 2019,Ensino fundamental completo ou equivalente,35.0
Florianópolis (SC),2º trimestre 2019,Ensino médio incompleto ou equivalente,25.0
Florianópolis (SC),2º trimestre 2019,Ensino médio completo ou equivalente,112.0
Florianópolis (SC),2º trimestre 2019,Ensino superior incompleto ou equivalente,55.0
Florianópolis (SC),2º trimestre 2019,Ensino superior completo ou equivalente,148.0
Florianópolis (SC),2º trimestre 2019,Não determinado,0.0
Florianópolis (SC),3º trimestre 2019,Sem instrução e menos de 1 ano de estudo,4.0
Florianópolis (SC),3º trimestre 2019,Ensino fundamental incompleto ou equivalente,53.0
Florianópolis (SC),3º trimestre 2019,Ensino fundamental completo ou equivalente,36.0
Florianópolis (SC),3º trimestre 2019,Ensino médio incompleto ou equivalente,24.0
Florianópolis (SC),3º trimestre 2019,Ensino médio completo ou equivalente,117.0
Florianópolis (SC),3º trimestre 2019,Ensino superior incompleto ou equivalente,50.0
Florianópolis (SC),3º trimestre 2019,Ensino superior completo ou equivalente,148.0
Florianópolis (SC),3º trimestre 2019,Não determinado,0.0
Florianópolis (SC),4º trimestre 2019,Sem instrução e menos de 1 ano de estudo,3.0
Florianópolis (SC),4º trimestre 2019,Ensino fundamental incompleto ou equivalente,53.0
Florianópolis (SC),4º trimestre 2019,Ensino fundamental completo ou equivalente,42.0
Florianópolis (SC),4º trimestre 2019,Ensino médio incompleto ou equivalente,34.0
Florianópolis (SC),4º trimestre 2019,Ensino médio completo ou equivalente,110.0
Florianópolis (SC),4º trimestre 2019,Ensino superior incompleto ou equivalente,47.0
Florianópolis (SC),4º trimestre 2019,Ensino superior completo ou equivalente,142.0
Florianópolis (SC),4º trimestre 2019,Não determinado,0.0
Florianópolis (SC),1º trimestre 2020,Sem instrução e menos de 1 ano de estudo,4.0
Florianópolis (SC),1º trimestre 2020,Ensino fundamental incompleto ou equivalente,49.0
Florianópolis (SC),1º trimestre 2020,Ensino fundamental completo ou equivalente,37.0
Florianópolis (SC),1º trimestre 2020,Ensino médio incompleto ou equivalente,31.0
Florianópolis (SC),1º trimestre 2020,Ensino médio completo ou equivalente,115.0
Florianópolis (SC),1º trimestre 2020,Ensino superior incompleto ou equivalente,42.0
Florianópolis (SC),1º trimestre 2020,Ensino superior completo ou equivalente,150.0
Florianópolis (SC),1º trimestre 2020,Não determinado,0.0
Florianópolis (SC),2º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),2º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),2º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),2º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),2º trimestre 2020,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),2º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),2º trimestre 2020,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),2º trimestre 2020,Não determinado,0.0
Florianópolis (SC),3º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),3º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),3º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),3º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),3º trimestre 2020,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),3º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),3º trimestre 2020,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),3º trimestre 2020,Não determinado,0.0
Florianópolis (SC),4º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),4º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),4º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),4º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),4º trimestre 2020,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),4º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),4º trimestre 2020,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),4º trimestre 2020,Não determinado,0.0
Florianópolis (SC),1º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),1º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),1º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),1º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),1º trimestre 2021,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),1º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),1º trimestre 2021,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),1º trimestre 2021,Não determinado,0.0
Florianópolis (SC),2º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),2º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),2º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),2º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),2º trimestre 2021,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),2º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),2º trimestre 2021,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),2º trimestre 2021,Não determinado,0.0
Florianópolis (SC),3º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),3º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),3º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),3º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),3º trimestre 2021,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),3º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),3º trimestre 2021,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),3º trimestre 2021,Não determinado,0.0
Florianópolis (SC),4º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),4º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),4º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),4º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),4º trimestre 2021,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),4º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),4º trimestre 2021,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),4º trimestre 2021,Não determinado,0.0
Florianópolis (SC),1º trimestre 2022,Sem instrução e menos de 1 ano de estudo,0.0
Florianópolis (SC),1º trimestre 2022,Ensino fundamental incompleto ou equivalente,0.0
Florianópolis (SC),1º trimestre 2022,Ensino fundamental completo ou equivalente,0.0
Florianópolis (SC),1º trimestre 2022,Ensino médio incompleto ou equivalente,0.0
Florianópolis (SC),1º trimestre 2022,Ensino médio completo ou equivalente,0.0
Florianópolis (SC),1º trimestre 2022,Ensino superior incompleto ou equivalente,0.0
Florianópolis (SC),1º trimestre 2022,Ensino superior completo ou equivalente,0.0
Florianópolis (SC),1º trimestre 2022,Não determinado,0.0
Florianópolis (SC),2º trimestre 2022,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),2º trimestre 2022,Ensino fundamental incompleto ou equivalente,54.0
Florianópolis (SC),2º trimestre 2022,Ensino fundamental completo ou equivalente,28.0
Florianópolis (SC),2º trimestre 2022,Ensino médio incompleto ou equivalente,22.0
Florianópolis (SC),2º trimestre 2022,Ensino médio completo ou equivalente,115.0
Florianópolis (SC),2º trimestre 2022,Ensino superior incompleto ou equivalente,47.0
Florianópolis (SC),2º trimestre 2022,Ensino superior completo ou equivalente,173.0
Florianópolis (SC),2º trimestre 2022,Não determinado,0.0
Florianópolis (SC),3º trimestre 2022,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),3º trimestre 2022,Ensino fundamental incompleto ou equivalente,55.0
Florianópolis (SC),3º trimestre 2022,Ensino fundamental completo ou equivalente,32.0
Florianópolis (SC),3º trimestre 2022,Ensino médio incompleto ou equivalente,23.0
Florianópolis (SC),3º trimestre 2022,Ensino médio completo ou equivalente,111.0
Florianópolis (SC),3º trimestre 2022,Ensino superior incompleto ou equivalente,49.0
Florianópolis (SC),3º trimestre 2022,Ensino superior completo ou equivalente,174.0
Florianópolis (SC),3º trimestre 2022,Não determinado,0.0
Florianópolis (SC),4º trimestre 2022,Sem instrução e menos de 1 ano de estudo,7.0
Florianópolis (SC),4º trimestre 2022,Ensino fundamental incompleto ou equivalente,54.0
Florianópolis (SC),4º trimestre 2022,Ensino fundamental completo ou equivalente,35.0
Florianópolis (SC),4º trimestre 2022,Ensino médio incompleto ou equivalente,21.0
Florianópolis (SC),4º trimestre 2022,Ensino médio completo ou equivalente,115.0
Florianópolis (SC),4º trimestre 2022,Ensino superior incompleto ou equivalente,45.0
Florianópolis (SC),4º trimestre 2022,Ensino superior completo ou equivalente,175.0
Florianópolis (SC),4º trimestre 2022,Não determinado,0.0
Florianópolis (SC),1º trimestre 2023,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),1º trimestre 2023,Ensino fundamental incompleto ou equivalente,52.0
Florianópolis (SC),1º trimestre 2023,Ensino fundamental completo ou equivalente,34.0
Florianópolis (SC),1º trimestre 2023,Ensino médio incompleto ou equivalente,21.0
Florianópolis (SC),1º trimestre 2023,Ensino médio completo ou equivalente,110.0
Florianópolis (SC),1º trimestre 2023,Ensino superior incompleto ou equivalente,46.0
Florianópolis (SC),1º trimestre 2023,Ensino superior completo ou equivalente,179.0
Florianópolis (SC),1º trimestre 2023,Não determinado,0.0
Florianópolis (SC),2º trimestre 2023,Sem instrução e menos de 1 ano de estudo,6.0
Florianópolis (SC),2º trimestre 2023,Ensino fundamental incompleto ou equivalente,49.0
Florianópolis (SC),2º trimestre 2023,Ensino fundamental completo ou equivalente,33.0
Florianópolis (SC),2º trimestre 2023,Ensino médio incompleto ou equivalente,21.0
Florianópolis (SC),2º trimestre 2023,Ensino médio completo ou equivalente,122.0
Florianópolis (SC),2º trimestre 2023,Ensino superior incompleto ou equivalente,44.0
Florianópolis (SC),2º trimestre 2023,Ensino superior completo ou equivalente,177.0
Florianópolis (SC),2º trimestre 2023,Não determinado,0.0
Florianópolis (SC),3º trimestre 2023,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),3º trimestre 2023,Ensino fundamental incompleto ou equivalente,49.0
Florianópolis (SC),3º trimestre 2023,Ensino fundamental completo ou equivalente,31.0
Florianópolis (SC),3º trimestre 2023,Ensino médio incompleto ou equivalente,24.0
Florianópolis (SC),3º trimestre 2023,Ensino médio completo ou equivalente,116.0
Florianópolis (SC),3º trimestre 2023,Ensino superior incompleto ou equivalente,46.0
Florianópolis (SC),3º trimestre 2023,Ensino superior completo ou equivalente,183.0
Florianópolis (SC),3º trimestre 2023,Não determinado,0.0
Florianópolis (SC),4º trimestre 2023,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),4º trimestre 2023,Ensino fundamental incompleto ou equivalente,52.0
Florianópolis (SC),4º trimestre 2023,Ensino fundamental completo ou equivalente,32.0
Florianópolis (SC),4º trimestre 2023,Ensino médio incompleto ou equivalente,25.0
Florianópolis (SC),4º trimestre 2023,Ensino médio completo ou equivalente,121.0
Florianópolis (SC),4º trimestre 2023,Ensino superior incompleto ou equivalente,40.0
Florianópolis (SC),4º trimestre 2023,Ensino superior completo ou equivalente,187.0
Florianópolis (SC),4º trimestre 2023,Não determinado,0.0
Florianópolis (SC),1º trimestre 2024,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),1º trimestre 2024,Ensino fundamental incompleto ou equivalente,55.0
Florianópolis (SC),1º trimestre 2024,Ensino fundamental completo ou equivalente,29.0
Florianópolis (SC),1º trimestre 2024,Ensino médio incompleto ou equivalente,26.0
Florianópolis (SC),1º trimestre 2024,Ensino médio completo ou equivalente,120.0
Florianópolis (SC),1º trimestre 2024,Ensino superior incompleto ou equivalente,45.0
Florianópolis (SC),1º trimestre 2024,Ensino superior completo ou equivalente,183.0
Florianópolis (SC),1º trimestre 2024,Não determinado,0.0
Florianópolis (SC),2º trimestre 2024,Sem instrução e menos de 1 ano de estudo,4.0
Florianópolis (SC),2º trimestre 2024,Ensino fundamental incompleto ou equivalente,51.0
Florianópolis (SC),2º trimestre 2024,Ensino fundamental completo ou equivalente,32.0
Florianópolis (SC),2º trimestre 2024,Ensino médio incompleto ou equivalente,24.0
Florianópolis (SC),2º trimestre 2024,Ensino médio completo ou equivalente,122.0
Florianópolis (SC),2º trimestre 2024,Ensino superior incompleto ou equivalente,39.0
Florianópolis (SC),2º trimestre 2024,Ensino superior completo ou equivalente,196.0
Florianópolis (SC),2º trimestre 2024,Não determinado,0.0
Florianópolis (SC),3º trimestre 2024,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),3º trimestre 2024,Ensino fundamental incompleto ou equivalente,55.0
Florianópolis (SC),3º trimestre 2024,Ensino fundamental completo ou equivalente,29.0
Florianópolis (SC),3º trimestre 2024,Ensino médio incompleto ou equivalente,24.0
Florianópolis (SC),3º trimestre 2024,Ensino médio completo ou equivalente,122.0
Florianópolis (SC),3º trimestre 2024,Ensino superior incompleto ou equivalente,43.0
Florianópolis (SC),3º trimestre 2024,Ensino superior completo ou equivalente,192.0
Florianópolis (SC),3º trimestre 2024,Não determinado,0.0
Florianópolis (SC),4º trimestre 2024,Sem instrução e menos de 1 ano de estudo,5.0
Florianópolis (SC),4º trimestre 2024,Ensino fundamental incompleto ou equivalente,48.0
Florianópolis (SC),4º trimestre 2024,Ensino fundamental completo ou equivalente,34.0
Florianópolis (SC),4º trimestre 2024,Ensino médio incompleto ou equivalente,20.0
Florianópolis (SC),4º trimestre 2024,Ensino médio completo ou equivalente,133.0
Florianópolis (SC),4º trimestre 2024,Ensino superior incompleto ou equivalente,39.0
Florianópolis (SC),4º trimestre 2024,Ensino superior completo ou equivalente,190.0
Florianópolis (SC),4º trimestre 2024,Não determinado,0.0
Porto Alegre (RS),1º trimestre 2012,Sem instrução e menos de 1 ano de estudo,20.0
Porto Alegre (RS),1º trimestre 2012,Ensino fundamental incompleto ou equivalente,268.0
Porto Alegre (RS),1º trimestre 2012,Ensino fundamental completo ou equivalente,130.0
Porto Alegre (RS),1º trimestre 2012,Ensino médio incompleto ou equivalente,69.0
Porto Alegre (RS),1º trimestre 2012,Ensino médio completo ou equivalente,299.0
Porto Alegre (RS),1º trimestre 2012,Ensino superior incompleto ou equivalente,117.0
Porto Alegre (RS),1º trimestre 2012,Ensino superior completo ou equivalente,282.0
Porto Alegre (RS),1º trimestre 2012,Não determinado,0.0
Porto Alegre (RS),2º trimestre 2012,Sem instrução e menos de 1 ano de estudo,22.0
Porto Alegre (RS),2º trimestre 2012,Ensino fundamental incompleto ou equivalente,270.0
Porto Alegre (RS),2º trimestre 2012,Ensino fundamental completo ou equivalente,129.0
Porto Alegre (RS),2º trimestre 2012,Ensino médio incompleto ou equivalente,80.0
Porto Alegre (RS),2º trimestre 2012,Ensino médio completo ou equivalente,297.0
Porto Alegre (RS),2º trimestre 2012,Ensino superior incompleto ou equivalente,120.0
Porto Alegre (RS),2º trimestre 2012,Ensino superior completo ou equivalente,275.0
Porto Alegre (RS),2º trimestre 2012,Não determinado,0.0
Porto Alegre (RS),3º trimestre 2012,Sem instrução e menos de 1 ano de estudo,25.0
Porto Alegre (RS),3º trimestre 2012,Ensino fundamental incompleto ou equivalente,270.0
Porto Alegre (RS),3º trimestre 2012,Ensino fundamental completo ou equivalente,119.0
Porto Alegre (RS),3º trimestre 2012,Ensino médio incompleto ou equivalente,74.0
Porto Alegre (RS),3º trimestre 2012,Ensino médio completo ou equivalente,304.0
